# generated by scripts/build_qto_index.py — do not edit
# <ifc_class>\t<Qto_SetName>\t<comma-separated quantities>
ifcearthworksfilltransitionsection	Qto_EarthworksFillBaseQuantities	Depth,Length,Width
ifcfacilitypart	Qto_FacilityPartBaseQuantities	Area,Height,Length,Volume,Width
ifcfacilitypartcommon	Qto_FacilityPartBaseQuantities	Area,Height,Length,Volume,Width
ifcfacilitypartcommonaboveground	Qto_FacilityPartBaseQuantities	Area,Height,Length,Volume,Width
ifcfacilitypartcommonbelowground	Qto_FacilityPartBaseQuantities	Area,Height,Length,Volume,Width
ifcfacilitypartcommonjunction	Qto_FacilityPartBaseQuantities	Area,Height,Length,Volume,Width
ifcfacilitypartcommonlevelcrossing	Qto_FacilityPartBaseQuantities	Area,Height,Length,Volume,Width
ifcfacilitypartcommonsegment	Qto_FacilityPartBaseQuantities	Area,Height,Length,Volume,Width
ifcfacilitypartcommonsubstructure	Qto_FacilityPartBaseQuantities	Area,Height,Length,Volume,Width
ifcfacilitypartcommonsuperstructure	Qto_FacilityPartBaseQuantities	Area,Height,Length,Volume,Width
ifcfacilitypartcommonterminal	Qto_FacilityPartBaseQuantities	Area,Height,Length,Volume,Width
ifcfooting	Qto_FootingBaseQuantities	CrossSectionArea,GrossSurfaceArea,GrossVolume,Height,Length,NetVolume,OuterSurfaceArea,Width
ifcfootingcaissonfoundation	Qto_FootingBaseQuantities	CrossSectionArea,GrossSurfaceArea,GrossVolume,Height,Length,NetVolume,OuterSurfaceArea,Width
ifcfootingfootingbeam	Qto_FootingBaseQuantities	CrossSectionArea,GrossSurfaceArea,GrossVolume,Height,Length,NetVolume,OuterSurfaceArea,Width
ifcfootingpadfooting	Qto_FootingBaseQuantities	CrossSectionArea,GrossSurfaceArea,GrossVolume,Height,Length,NetVolume,OuterSurfaceArea,Width
ifcfootingpilecap	Qto_FootingBaseQuantities	CrossSectionArea,GrossSurfaceArea,GrossVolume,Height,Length,NetVolume,OuterSurfaceArea,Width
ifcfootingstripfooting	Qto_FootingBaseQuantities	CrossSectionArea,GrossSurfaceArea,GrossVolume,Height,Length,NetVolume,OuterSurfaceArea,Width
ifcgeotechnicalstratum	Qto_ArealStratumBaseQuantities	Area,Length,PlanLength
ifcgeotechnicalstratum	Qto_LinearStratumBaseQuantities	Diameter,Length
ifcgeotechnicalstratum	Qto_VolumetricStratumBaseQuantities	Area,PlanArea,Volume
ifcgeotechnicalstratumsolid	Qto_ArealStratumBaseQuantities	Area,Length,PlanLength
ifcgeotechnicalstratumsolid	Qto_LinearStratumBaseQuantities	Diameter,Length
ifcgeotechnicalstratumsolid	Qto_VolumetricStratumBaseQuantities	Area,PlanArea,Volume
ifcgeotechnicalstratumvoid	Qto_ArealStratumBaseQuantities	Area,Length,PlanLength
ifcgeotechnicalstratumvoid	Qto_LinearStratumBaseQuantities	Diameter,Length
ifcgeotechnicalstratumvoid	Qto_VolumetricStratumBaseQuantities	Area,PlanArea,Volume
ifcgeotechnicalstratumwater	Qto_ArealStratumBaseQuantities	Area,Length,PlanLength
ifcgeotechnicalstratumwater	Qto_LinearStratumBaseQuantities	Diameter,Length
ifcgeotechnicalstratumwater	Qto_VolumetricStratumBaseQuantities	Area,PlanArea,Volume
ifcjunctionbox	Qto_JunctionBoxBaseQuantities	Height,Length,Width
ifcjunctionboxdata	Qto_JunctionBoxBaseQuantities	Height,Length,Width
ifcjunctionboxpower	Qto_JunctionBoxBaseQuantities	Height,Length,Width
ifckerb	Qto_KerbBaseQuantities	Depth,Height,Length,Volume,Width
ifcmarinefacility	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilitybarrierbeach	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilitybreakwater	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilitycanal	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilitydrydock	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilityfloatingdock	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilityhydrolift	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilityjetty	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilitylaunchrecovery	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilitymarinedefence	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilitynavigationalchannel	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilityport	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilityquay	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilityrevetment	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilityshiplift	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
ifcmarinefacilityshiplock	Qto_MarineFacilityBaseQuantities	Area,Height,Length,Volume,Width
